student_id,true_level,q1_correct,q1_difficulty,q2_correct,q2_difficulty,q3_correct,q3_difficulty,q4_correct,q4_difficulty,q5_correct,q5_difficulty,q6_correct,q6_difficulty,q7_correct,q7_difficulty,score_easy,score_medium,score_hard,total_score,weighted_score
56,3,1,1,1,1,0,2,1,2,0,2,1,3,0,3,2,1,1,4,7
57,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
58,2,1,1,1,1,1,2,0,2,0,2,0,3,0,3,2,1,0,3,4
59,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
60,3,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
61,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
62,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
63,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
64,2,1,1,1,1,1,2,0,2,1,2,0,3,0,3,2,2,0,4,6
65,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
66,3,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
67,2,0,1,1,1,1,2,1,2,1,2,0,3,0,3,1,3,0,4,7
68,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
69,2,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
70,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
71,2,1,1,1,1,0,2,1,2,0,2,0,3,0,3,2,1,0,3,4
72,2,1,1,0,1,1,2,1,2,0,2,0,3,1,3,1,2,1,4,8
73,1,1,1,0,1,1,2,1,2,0,2,0,3,0,3,1,2,0,3,5
74,1,0,1,1,1,0,2,0,2,0,2,0,3,1,3,1,0,1,2,4
75,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
76,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
77,3,1,1,1,1,1,2,0,2,1,2,1,3,1,3,2,2,2,6,12
78,1,0,1,0,1,0,2,0,2,1,2,0,3,0,3,0,1,0,1,2
79,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
80,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
81,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
82,1,1,1,1,1,1,2,1,2,0,2,1,3,0,3,2,2,1,5,9
83,2,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
84,2,0,1,0,1,1,2,0,2,0,2,0,3,0,3,0,1,0,1,2
85,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
86,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
87,2,1,1,1,1,1,2,0,2,0,2,0,3,0,3,2,1,0,3,4
88,3,1,1,0,1,1,2,1,2,1,2,0,3,1,3,1,3,1,5,10
89,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
90,3,1,1,1,1,1,2,1,2,0,2,1,3,0,3,2,2,1,5,9
91,2,1,1,1,1,1,2,0,2,0,2,0,3,0,3,2,1,0,3,4
92,2,1,1,1,1,0,2,0,2,0,2,1,3,0,3,2,0,1,3,5
93,1,1,1,1,1,0,2,0,2,0,2,0,3,1,3,2,0,1,3,5
94,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
95,2,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
96,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
97,1,1,1,1,1,0,2,0,2,1,2,0,3,1,3,2,1,1,4,7
98,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
99,3,1,1,1,1,1,2,0,2,1,2,1,3,0,3,2,2,1,5,9
100,2,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
101,3,1,1,1,1,1,2,1,2,0,2,1,3,0,3,2,2,1,5,9
102,3,0,1,1,1,0,2,1,2,1,2,1,3,0,3,1,2,1,4,8
103,2,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
104,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
105,2,1,1,1,1,1,2,1,2,0,2,0,3,0,3,2,2,0,4,6
106,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
107,3,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
108,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
109,3,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
110,2,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
111,2,1,1,1,1,1,2,0,2,1,2,0,3,0,3,2,2,0,4,6
112,3,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
113,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
114,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
115,2,1,1,1,1,1,2,1,2,0,2,0,3,0,3,2,2,0,4,6
116,2,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
117,2,1,1,0,1,1,2,1,2,1,2,0,3,0,3,1,3,0,4,7
118,1,1,1,0,1,0,2,1,2,0,2,0,3,0,3,1,1,0,2,3
119,2,1,1,1,1,0,2,1,2,0,2,0,3,1,3,2,1,1,4,7
120,2,1,1,0,1,1,2,1,2,1,2,0,3,0,3,1,3,0,4,7
121,3,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
122,1,1,1,1,1,1,2,0,2,0,2,0,3,0,3,2,1,0,3,4
123,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
124,2,1,1,1,1,1,2,0,2,0,2,0,3,0,3,2,1,0,3,4
125,3,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
126,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
127,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
128,1,0,1,1,1,0,2,0,2,1,2,0,3,0,3,1,1,0,2,3
129,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
130,2,1,1,1,1,1,2,0,2,1,2,0,3,0,3,2,2,0,4,6
131,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
132,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
133,2,1,1,1,1,1,2,0,2,1,2,0,3,0,3,2,2,0,4,6
134,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
135,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
136,2,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
137,2,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
138,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
139,2,1,1,1,1,0,2,0,2,1,2,1,3,0,3,2,1,1,4,7
140,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
141,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
142,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
143,1,1,1,1,1,0,2,0,2,1,2,0,3,0,3,2,1,0,3,4
144,2,1,1,1,1,1,2,1,2,0,2,0,3,0,3,2,2,0,4,6
145,2,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
146,2,1,1,0,1,1,2,1,2,0,2,0,3,0,3,1,2,0,3,5
147,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
148,2,1,1,1,1,0,2,1,2,0,2,0,3,0,3,2,1,0,3,4
149,2,1,1,0,1,1,2,1,2,1,2,0,3,0,3,1,3,0,4,7
150,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
151,1,0,1,0,1,0,2,0,2,0,2,0,3,1,3,0,0,1,1,3
152,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
153,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
154,2,1,1,1,1,1,2,0,2,0,2,0,3,0,3,2,1,0,3,4
155,3,0,1,1,1,1,2,1,2,1,2,0,3,0,3,1,3,0,4,7
156,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
157,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
158,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
159,2,1,1,1,1,1,2,0,2,0,2,0,3,0,3,2,1,0,3,4
160,2,1,1,1,1,1,2,0,2,1,2,0,3,1,3,2,2,1,5,9
161,2,1,1,1,1,1,2,0,2,1,2,0,3,0,3,2,2,0,4,6
162,3,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
163,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
164,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
165,1,0,1,1,1,0,2,0,2,0,2,1,3,0,3,1,0,1,2,4
166,1,1,1,1,1,1,2,1,2,0,2,0,3,0,3,2,2,0,4,6
167,3,1,1,1,1,1,2,1,2,0,2,1,3,0,3,2,2,1,5,9
168,2,1,1,0,1,1,2,0,2,0,2,0,3,0,3,1,1,0,2,3
169,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
170,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
171,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
172,2,1,1,1,1,1,2,0,2,0,2,0,3,0,3,2,1,0,3,4
173,3,1,1,1,1,1,2,1,2,0,2,0,3,1,3,2,2,1,5,9
174,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
175,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
176,2,1,1,1,1,0,2,1,2,0,2,0,3,0,3,2,1,0,3,4
177,3,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
178,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
179,2,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
180,2,0,1,1,1,1,2,0,2,1,2,0,3,1,3,1,2,1,4,8
181,1,1,1,0,1,0,2,0,2,1,2,0,3,0,3,1,1,0,2,3
182,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
183,1,1,1,1,1,1,2,0,2,0,2,0,3,0,3,2,1,0,3,4
184,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
185,2,1,1,1,1,1,2,1,2,0,2,1,3,0,3,2,2,1,5,9
186,3,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
187,1,1,1,0,1,1,2,0,2,1,2,0,3,0,3,1,2,0,3,5
188,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
189,1,0,1,0,1,0,2,0,2,1,2,0,3,0,3,0,1,0,1,2
190,2,1,1,1,1,1,2,0,2,1,2,0,3,0,3,2,2,0,4,6
191,1,1,1,1,1,0,2,0,2,1,2,0,3,0,3,2,1,0,3,4
192,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
193,2,1,1,1,1,0,2,0,2,1,2,0,3,1,3,2,1,1,4,7
194,1,0,1,0,1,0,2,1,2,0,2,0,3,0,3,0,1,0,1,2
195,2,1,1,0,1,0,2,0,2,1,2,1,3,0,3,1,1,1,3,6
196,1,0,1,1,1,1,2,0,2,0,2,0,3,0,3,1,1,0,2,3
197,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
198,3,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
199,2,1,1,1,1,0,2,1,2,0,2,0,3,1,3,2,1,1,4,7
200,2,1,1,1,1,0,2,0,2,1,2,0,3,0,3,2,1,0,3,4
201,1,1,1,1,1,0,2,0,2,1,2,0,3,0,3,2,1,0,3,4
202,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
203,2,1,1,1,1,0,2,1,2,0,2,0,3,0,3,2,1,0,3,4
204,2,1,1,0,1,1,2,0,2,1,2,0,3,0,3,1,2,0,3,5
205,2,1,1,1,1,0,2,0,2,1,2,0,3,0,3,2,1,0,3,4
206,2,1,1,1,1,1,2,0,2,0,2,0,3,0,3,2,1,0,3,4
207,3,1,1,1,1,1,2,1,2,0,2,1,3,0,3,2,2,1,5,9
208,3,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
209,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
210,1,0,1,0,1,0,2,0,2,0,2,0,3,1,3,0,0,1,1,3
211,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
212,2,1,1,1,1,0,2,0,2,1,2,0,3,0,3,2,1,0,3,4
213,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
214,3,1,1,1,1,0,2,1,2,1,2,0,3,1,3,2,2,1,5,9
215,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
216,2,1,1,1,1,1,2,0,2,1,2,0,3,0,3,2,2,0,4,6
217,1,1,1,0,1,1,2,0,2,0,2,0,3,0,3,1,1,0,2,3
218,2,0,1,0,1,1,2,1,2,0,2,0,3,1,3,0,2,1,3,7
219,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
220,3,1,1,1,1,0,2,1,2,1,2,1,3,1,3,2,2,2,6,12
221,2,1,1,1,1,1,2,0,2,0,2,0,3,0,3,2,1,0,3,4
222,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
223,1,1,1,0,1,1,2,0,2,0,2,0,3,0,3,1,1,0,2,3
224,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
225,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
226,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
227,1,1,1,1,1,0,2,0,2,1,2,0,3,0,3,2,1,0,3,4
228,3,1,1,1,1,1,2,1,2,0,2,0,3,1,3,2,2,1,5,9
229,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
230,2,1,1,1,1,0,2,1,2,0,2,0,3,0,3,2,1,0,3,4
231,3,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
232,3,1,1,1,1,1,2,0,2,1,2,1,3,1,3,2,2,2,6,12
233,3,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
234,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
235,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
236,3,0,1,1,1,1,2,1,2,1,2,0,3,0,3,1,3,0,4,7
237,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
238,2,1,1,1,1,1,2,1,2,0,2,0,3,0,3,2,2,0,4,6
239,2,0,1,1,1,0,2,1,2,1,2,0,3,0,3,1,2,0,3,5
240,1,1,1,0,1,0,2,1,2,0,2,0,3,0,3,1,1,0,2,3
241,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
242,2,1,1,1,1,1,2,0,2,1,2,0,3,0,3,2,2,0,4,6
243,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
244,2,1,1,1,1,0,2,1,2,0,2,0,3,0,3,2,1,0,3,4
245,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
246,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
247,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
248,1,0,1,0,1,0,2,0,2,1,2,0,3,0,3,0,1,0,1,2
249,3,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
250,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
251,2,1,1,1,1,1,2,1,2,0,2,0,3,1,3,2,2,1,5,9
252,2,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
253,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
254,2,1,1,1,1,0,2,0,2,1,2,1,3,0,3,2,1,1,4,7
255,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
256,2,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
257,3,1,1,1,1,0,2,1,2,1,2,1,3,0,3,2,2,1,5,9
258,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
259,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
260,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
261,2,1,1,1,1,0,2,0,2,1,2,0,3,0,3,2,1,0,3,4
262,2,1,1,1,1,0,2,1,2,0,2,0,3,0,3,2,1,0,3,4
263,2,1,1,1,1,1,2,0,2,1,2,0,3,1,3,2,2,1,5,9
264,1,1,1,1,1,1,2,0,2,0,2,0,3,0,3,2,1,0,3,4
265,2,1,1,1,1,1,2,0,2,1,2,0,3,0,3,2,2,0,4,6
266,1,0,1,0,1,0,2,1,2,0,2,0,3,0,3,0,1,0,1,2
267,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
268,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
269,3,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
270,2,1,1,1,1,1,2,1,2,0,2,0,3,1,3,2,2,1,5,9
271,3,1,1,1,1,1,2,1,2,0,2,1,3,0,3,2,2,1,5,9
272,2,1,1,1,1,1,2,1,2,0,2,0,3,0,3,2,2,0,4,6
273,3,1,1,1,1,1,2,0,2,1,2,1,3,1,3,2,2,2,6,12
274,3,1,1,1,1,0,2,1,2,1,2,1,3,1,3,2,2,2,6,12
275,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
276,2,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
277,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
278,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
279,2,0,1,1,1,1,2,1,2,0,2,0,3,0,3,1,2,0,3,5
280,2,1,1,1,1,0,2,0,2,1,2,0,3,0,3,2,1,0,3,4
281,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
282,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
283,3,1,1,1,1,1,2,0,2,0,2,0,3,0,3,2,1,0,3,4
284,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
285,1,1,1,0,1,1,2,0,2,0,2,0,3,0,3,1,1,0,2,3
286,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
287,2,0,1,1,1,0,2,0,2,1,2,0,3,1,3,1,1,1,3,6
288,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
289,2,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
290,2,1,1,1,1,0,2,1,2,0,2,0,3,1,3,2,1,1,4,7
291,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
292,1,1,1,0,1,1,2,0,2,1,2,0,3,0,3,1,2,0,3,5
293,3,1,1,1,1,1,2,1,2,0,2,1,3,1,3,2,2,2,6,12
294,2,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
295,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
296,2,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
297,1,0,1,0,1,0,2,0,2,1,2,0,3,0,3,0,1,0,1,2
298,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
299,2,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
300,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
301,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
302,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
303,2,1,1,1,1,1,2,0,2,1,2,0,3,0,3,2,2,0,4,6
304,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
305,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
306,2,1,1,0,1,0,2,0,2,1,2,1,3,0,3,1,1,1,3,6
307,2,0,1,1,1,1,2,1,2,0,2,0,3,0,3,1,2,0,3,5
308,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
309,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
310,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
311,3,1,1,1,1,1,2,0,2,1,2,1,3,1,3,2,2,2,6,12
312,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
313,2,1,1,1,1,0,2,1,2,0,2,0,3,0,3,2,1,0,3,4
314,2,1,1,1,1,1,2,1,2,0,2,1,3,0,3,2,2,1,5,9
315,2,1,1,1,1,0,2,1,2,0,2,0,3,1,3,2,1,1,4,7
316,3,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
317,2,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
318,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
319,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
320,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
321,2,1,1,1,1,0,2,0,2,1,2,0,3,0,3,2,1,0,3,4
322,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
323,2,1,1,1,1,0,2,1,2,0,2,0,3,0,3,2,1,0,3,4
324,1,1,1,1,1,1,2,0,2,1,2,0,3,0,3,2,2,0,4,6
325,2,1,1,1,1,1,2,1,2,0,2,0,3,0,3,2,2,0,4,6
326,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
